season,week,playerId,playerName,team,position,passYds,passTd,rushYds,rushTd,rec,recYds,recTd,fumblesLost
2022,8,00-0032602,J.McKissic,WAS,RB,0,0,6,0,3,14,0,0
2022,1,00-0032688,R.Chosen,CAR,WR,0,0,0,0,5,102,1,0
2022,2,00-0032688,R.Chosen,CAR,WR,0,0,0,0,3,32,0,0
2022,3,00-0032688,R.Chosen,CAR,WR,0,0,0,0,1,14,0,0
2022,4,00-0032688,R.Chosen,CAR,WR,0,0,0,0,3,26,0,0
2022,5,00-0032688,R.Chosen,CAR,WR,0,0,0,0,1,32,0,0
2022,7,00-0032688,R.Chosen,ARI,WR,0,0,0,0,0,0,0,0
2022,8,00-0032688,R.Chosen,ARI,WR,0,0,0,0,0,0,0,0
2022,9,00-0032688,R.Chosen,ARI,WR,0,0,0,0,1,-4,0,0
2022,12,00-0032688,R.Chosen,ARI,WR,0,0,0,0,1,17,0,0
2022,14,00-0032688,R.Chosen,ARI,WR,0,0,0,0,4,50,0,0
2022,15,00-0032688,R.Chosen,ARI,WR,0,0,0,0,0,0,0,0
2022,17,00-0032688,R.Chosen,ARI,WR,0,0,0,0,1,13,0,0
2022,2,00-0032725,S.Anderson,ARI,TE,0,0,0,0,1,2,0,0
2022,10,00-0032725,S.Anderson,ARI,TE,0,0,0,0,0,0,0,0
2022,11,00-0032725,S.Anderson,ARI,TE,0,0,0,0,0,0,0,0
2022,14,00-0032725,S.Anderson,ARI,TE,0,0,0,0,2,7,0,0
2022,16,00-0032725,S.Anderson,ARI,TE,0,0,0,0,0,0,0,0
2022,1,00-0032764,D.Henry,TEN,RB,0,0,82,0,0,0,0,0
2022,2,00-0032764,D.Henry,TEN,RB,0,0,25,1,0,0,0,0
2022,3,00-0032764,D.Henry,TEN,RB,0,0,85,1,5,58,0,0
2022,4,00-0032764,D.Henry,TEN,RB,0,0,114,1,3,33,0,0
2022,5,00-0032764,D.Henry,TEN,RB,0,0,102,2,2,30,0,0
2022,7,00-0032764,D.Henry,TEN,RB,0,0,128,0,3,10,0,0
2022,8,00-0032764,D.Henry,TEN,RB,0,0,219,2,1,9,0,0
2022,9,00-0032764,D.Henry,TEN,RB,0,0,115,2,0,0,0,0
2022,10,00-0032764,D.Henry,TEN,RB,0,0,53,0,2,14,0,0
2022,11,00-0032764,D.Henry,TEN,RB,4,1,87,1,2,45,0,0
2022,12,00-0032764,D.Henry,TEN,RB,0,0,38,0,3,79,0,0
2022,13,00-0032764,D.Henry,TEN,RB,0,0,30,0,2,8,0,0
2022,14,00-0032764,D.Henry,TEN,RB,0,0,121,1,3,34,0,0
2022,15,00-0032764,D.Henry,TEN,RB,0,0,104,1,4,59,0,0
2022,16,00-0032764,D.Henry,TEN,RB,0,0,126,1,2,0,0,0
2022,18,00-0032764,D.Henry,TEN,RB,0,0,109,0,1,19,0,0
2022,1,00-0032765,M.Thomas,NO,WR,0,0,0,0,5,57,2,0
2022,2,00-0032765,M.Thomas,NO,WR,0,0,0,0,6,65,1,0
2022,3,00-0032765,M.Thomas,NO,WR,0,0,0,0,5,49,0,0
2022,1,00-0032775,D.Robinson,BAL,WR,0,0,0,0,2,19,0,0
2022,2,00-0032775,D.Robinson,BAL,WR,0,0,0,0,1,12,1,0
2022,3,00-0032775,D.Robinson,BAL,WR,0,0,0,0,0,0,0,0
2022,4,00-0032775,D.Robinson,BAL,WR,0,0,0,0,2,10,0,0
2022,5,00-0032775,D.Robinson,BAL,WR,0,0,0,0,1,8,0,0
2022,6,00-0032775,D.Robinson,BAL,WR,0,0,0,0,3,27,0,0
2022,8,00-0032775,D.Robinson,BAL,WR,0,0,0,0,6,64,0,0
2022,9,00-0032775,D.Robinson,BAL,WR,0,0,0,0,1,12,0,0
2022,11,00-0032775,D.Robinson,BAL,WR,0,0,0,0,9,128,0,0
2022,12,00-0032775,D.Robinson,BAL,WR,0,0,0,0,1,17,0,0
2022,13,00-0032775,D.Robinson,BAL,WR,0,0,0,0,7,41,0,0
2022,14,00-0032775,D.Robinson,BAL,WR,0,0,0,0,5,52,0,0
2022,15,00-0032775,D.Robinson,BAL,WR,0,0,0,0,6,29,0,0
2022,16,00-0032775,D.Robinson,BAL,WR,0,0,0,0,1,6,1,0
2022,17,00-0032775,D.Robinson,BAL,WR,0,0,0,0,1,9,0,0
2022,18,00-0032775,D.Robinson,BAL,WR,0,0,0,0,2,24,0,0
2022,19,00-0032775,D.Robinson,BAL,WR,0,0,0,0,2,49,1,0
2022,10,00-0032780,J.Howard,NO,RB,0,0,1,0,0,0,0,0
2022,13,00-0032792,N.Sudfeld,DET,QB,0,0,-1,0,0,0,0,0
2022,17,00-0032792,N.Sudfeld,DET,QB,0,0,-3,0,0,0,0,0
2022,6,00-0032807,C.Fejedelem,MIA,SS,0,0,0,0,0,0,0,0
2022,2,00-0032897,D.Watt,PIT,FB,0,0,2,0,0,0,0,0
2022,5,00-0032897,D.Watt,PIT,FB,0,0,0,0,1,1,0,0
2022,8,00-0032897,D.Watt,PIT,FB,0,0,0,0,2,6,1,0
2022,10,00-0032897,D.Watt,PIT,FB,0,0,5,0,0,0,0,0
2022,12,00-0032897,D.Watt,PIT,FB,0,0,4,0,1,1,0,0
2022,13,00-0032897,D.Watt,PIT,FB,0,0,4,0,1,3,0,0
2022,15,00-0032897,D.Watt,PIT,FB,0,0,2,0,0,0,0,0
2022,16,00-0032897,D.Watt,PIT,FB,0,0,0,0,0,0,0,0
2022,17,00-0032897,D.Watt,PIT,FB,0,0,3,0,0,0,0,0
2022,18,00-0032897,D.Watt,PIT,FB,0,0,1,1,0,0,0,0
2022,1,00-0032918,C.Ham,MIN,FB,0,0,0,0,1,6,0,0
2022,3,00-0032918,C.Ham,MIN,FB,0,0,0,0,2,15,0,0
2022,4,00-0032918,C.Ham,MIN,FB,0,0,0,0,0,0,0,0
2022,6,00-0032918,C.Ham,MIN,FB,0,0,3,0,0,0,0,0
2022,10,00-0032918,C.Ham,MIN,FB,0,0,3,1,0,0,0,0
2022,14,00-0032918,C.Ham,MIN,FB,0,0,0,0,1,9,0,0
2022,15,00-0032918,C.Ham,MIN,FB,0,0,1,1,1,4,0,0
2022,16,00-0032918,C.Ham,MIN,FB,0,0,0,0,1,5,0,0
2022,18,00-0032918,C.Ham,MIN,FB,0,0,0,0,4,47,0,0
2022,5,00-0032943,R.Dixon,LA,P,12,0,0,0,0,0,0,0
2022,12,00-0032943,R.Dixon,LA,P,6,0,0,0,0,0,0,0
2022,1,00-0032950,C.Wentz,WAS,QB,313,4,12,0,0,0,0,0
2022,2,00-0032950,C.Wentz,WAS,QB,337,3,23,0,0,0,0,0
2022,3,00-0032950,C.Wentz,WAS,QB,211,0,22,0,0,0,0,0
2022,4,00-0032950,C.Wentz,WAS,QB,170,1,5,0,0,0,0,0
2022,5,00-0032950,C.Wentz,WAS,QB,359,2,15,0,0,0,0,0
2022,6,00-0032950,C.Wentz,WAS,QB,99,0,2,0,0,0,0,0
2022,16,00-0032950,C.Wentz,WAS,QB,123,1,0,0,0,0,0,0
2022,17,00-0032950,C.Wentz,WAS,QB,143,0,7,1,0,0,0,0
2022,13,00-0032951,L.Treadwell,SEA,WR,0,0,0,0,1,1,0,0
2022,16,00-0032951,L.Treadwell,SEA,WR,0,0,0,0,3,26,0,0
2022,17,00-0032951,L.Treadwell,SEA,WR,0,0,0,0,2,15,0,0
2022,6,00-0032958,W.Parks,NYJ,FS,0,0,0,0,0,0,0,0
2022,3,00-0032975,J.Williams,WAS,RB,0,0,6,0,0,0,0,0
2022,4,00-0032975,J.Williams,WAS,RB,0,0,48,0,0,0,0,0
2022,12,00-0032975,J.Williams,WAS,RB,0,0,22,0,0,0,0,0
2022,13,00-0032975,J.Williams,WAS,RB,0,0,1,0,0,0,0,0
2022,16,00-0032975,J.Williams,WAS,RB,0,0,13,0,2,28,0,0
2022,17,00-0032975,J.Williams,WAS,RB,0,0,30,0,3,3,0,0
2022,18,00-0032975,J.Williams,WAS,RB,0,0,32,0,2,9,0,0
2022,5,00-0032980,M.Johnson,NYG,WR,0,0,0,0,3,35,0,0
2022,6,00-0032980,M.Johnson,NYG,WR,0,0,0,0,2,25,0,0
2022,7,00-0032980,M.Johnson,NYG,WR,0,0,0,0,0,0,0,0
2022,8,00-0032980,M.Johnson,NYG,WR,0,0,0,0,1,3,0,0
2022,18,00-0032980,M.Johnson,NYG,WR,0,0,0,0,3,36,0,0
2022,20,00-0032980,M.Johnson,NYG,WR,0,0,0,0,1,17,0,0
2022,1,00-0033009,T.Boyd,CIN,WR,0,0,0,0,4,33,1,0
2022,2,00-0033009,T.Boyd,CIN,WR,0,0,0,0,2,17,0,0
2022,3,00-0033009,T.Boyd,CIN,WR,0,0,0,0,4,105,1,0
2022,4,00-0033009,T.Boyd,CIN,WR,23,0,0,0,2,47,0,0
2022,5,00-0033009,T.Boyd,CIN,WR,0,0,0,0,3,32,0,0
2022,6,00-0033009,T.Boyd,CIN,WR,0,0,0,0,6,66,0,0
2022,7,00-0033009,T.Boyd,CIN,WR,0,0,0,0,8,155,1,0
2022,8,00-0033009,T.Boyd,CIN,WR,0,0,0,0,3,38,1,0
2022,9,00-0033009,T.Boyd,CIN,WR,0,0,0,0,5,44,0,0
2022,11,00-0033009,T.Boyd,CIN,WR,0,0,0,0,2,42,0,0
2022,12,00-0033009,T.Boyd,CIN,WR,0,0,0,0,2,16,0,0
2022,13,00-0033009,T.Boyd,CIN,WR,0,0,0,0,4,60,0,0
2022,14,00-0033009,T.Boyd,CIN,WR,0,0,0,0,0,0,0,0
2022,15,00-0033009,T.Boyd,CIN,WR,0,0,0,0,5,35,1,0
2022,16,00-0033009,T.Boyd,CIN,WR,0,0,0,0,3,21,0,0
2022,18,00-0033009,T.Boyd,CIN,WR,0,0,0,0,5,51,0,0
2022,19,00-0033009,T.Boyd,CIN,WR,0,0,0,0,3,26,0,0
2022,20,00-0033009,T.Boyd,CIN,WR,0,0,0,0,1,23,0,0
2022,21,00-0033009,T.Boyd,CIN,WR,0,0,0,0,2,40,0,0
2022,1,00-0033040,T.Hill,MIA,WR,0,0,6,0,8,94,0,0
2022,2,00-0033040,T.Hill,MIA,WR,0,0,0,0,11,190,2,0
2022,3,00-0033040,T.Hill,MIA,WR,0,0,0,0,2,33,0,0
2022,4,00-0033040,T.Hill,MIA,WR,0,0,-1,0,10,160,0,0
2022,5,00-0033040,T.Hill,MIA,WR,0,0,13,0,7,47,0,0
2022,6,00-0033040,T.Hill,MIA,WR,0,0,0,0,12,177,0,0
2022,7,00-0033040,T.Hill,MIA,WR,0,0,0,0,7,72,0,0
2022,8,00-0033040,T.Hill,MIA,WR,0,0,7,0,12,188,0,0
2022,9,00-0033040,T.Hill,MIA,WR,0,0,0,0,7,143,1,0
2022,10,00-0033040,T.Hill,MIA,WR,0,0,0,0,5,44,1,0
2022,12,00-0033040,T.Hill,MIA,WR,0,0,5,0,6,85,0,0
2022,13,00-0033040,T.Hill,MIA,WR,0,0,0,0,9,146,1,0
2022,14,00-0033040,T.Hill,MIA,WR,0,0,0,0,4,81,1,0
2022,15,00-0033040,T.Hill,MIA,WR,0,0,0,0,9,69,1,0
2022,16,00-0033040,T.Hill,MIA,WR,0,0,0,0,4,103,0,0
2022,17,00-0033040,T.Hill,MIA,WR,0,0,2,1,4,55,0,0
2022,18,00-0033040,T.Hill,MIA,WR,0,0,0,0,2,23,0,0
2022,19,00-0033040,T.Hill,MIA,WR,0,0,5,0,7,69,0,0
2022,1,00-0033045,E.Elliott,DAL,RB,0,0,52,0,1,-3,0,0
2022,2,00-0033045,E.Elliott,DAL,RB,0,0,53,0,1,-4,0,0
2022,3,00-0033045,E.Elliott,DAL,RB,0,0,73,1,1,2,0,0
2022,4,00-0033045,E.Elliott,DAL,RB,0,0,49,0,2,32,0,0
2022,5,00-0033045,E.Elliott,DAL,RB,0,0,78,0,0,0,0,0
2022,6,00-0033045,E.Elliott,DAL,RB,0,0,81,1,1,5,0,0
2022,7,00-0033045,E.Elliott,DAL,RB,0,0,57,2,0,0,0,0
2022,11,00-0033045,E.Elliott,DAL,RB,0,0,42,2,1,5,0,0
2022,12,00-0033045,E.Elliott,DAL,RB,0,0,92,1,1,3,0,0
2022,13,00-0033045,E.Elliott,DAL,RB,0,0,77,1,3,14,0,0
2022,14,00-0033045,E.Elliott,DAL,RB,0,0,62,1,3,19,0,0
2022,15,00-0033045,E.Elliott,DAL,RB,0,0,58,1,2,13,0,0
2022,16,00-0033045,E.Elliott,DAL,RB,0,0,55,1,1,6,0,0
2022,17,00-0033045,E.Elliott,DAL,RB,0,0,37,1,0,0,0,0
2022,18,00-0033045,E.Elliott,DAL,RB,0,0,10,0,0,0,0,0
2022,19,00-0033045,E.Elliott,DAL,RB,0,0,27,0,1,9,0,0
2022,20,00-0033045,E.Elliott,DAL,RB,0,0,26,0,2,7,0,0
2022,17,00-0033057,J.Conklin,CLE,T,0,0,0,0,0,0,0,0
2022,1,00-0033077,D.Prescott,DAL,QB,134,0,11,0,0,0,0,0
2022,7,00-0033077,D.Prescott,DAL,QB,207,1,0,0,0,0,0,0
2022,8,00-0033077,D.Prescott,DAL,QB,250,2,34,1,0,0,0,0
2022,10,00-0033077,D.Prescott,DAL,QB,265,3,6,0,0,0,0,0
2022,11,00-0033077,D.Prescott,DAL,QB,276,2,16,0,0,0,0,0
2022,12,00-0033077,D.Prescott,DAL,QB,261,2,4,0,0,0,0,0
2022,13,00-0033077,D.Prescott,DAL,QB,170,3,0,0,0,0,0,0
2022,14,00-0033077,D.Prescott,DAL,QB,284,1,23,0,0,0,0,0
2022,15,00-0033077,D.Prescott,DAL,QB,256,3,20,0,0,0,0,0
2022,16,00-0033077,D.Prescott,DAL,QB,347,3,41,0,0,0,0,0
2022,17,00-0033077,D.Prescott,DAL,QB,282,2,11,0,0,0,0,0
2022,18,00-0033077,D.Prescott,DAL,QB,128,1,16,0,0,0,0,0
2022,19,00-0033077,D.Prescott,DAL,QB,305,4,24,1,0,0,0,0
2022,20,00-0033077,D.Prescott,DAL,QB,206,1,22,0,0,0,0,0
2022,1,00-0033090,H.Henry,NE,TE,0,0,0,0,2,20,0,0
2022,2,00-0033090,H.Henry,NE,TE,0,0,0,0,0,0,0,0
2022,3,00-0033090,H.Henry,NE,TE,0,0,0,0,1,8,0,0
2022,4,00-0033090,H.Henry,NE,TE,0,0,0,0,2,13,0,0
2022,5,00-0033090,H.Henry,NE,TE,0,0,0,0,4,54,0,0
2022,6,00-0033090,H.Henry,NE,TE,0,0,0,0,4,61,1,0
2022,7,00-0033090,H.Henry,NE,TE,0,0,0,0,1,12,0,0
2022,8,00-0033090,H.Henry,NE,TE,0,0,0,0,1,22,0,0
2022,9,00-0033090,H.Henry,NE,TE,0,0,0,0,4,50,0,0
2022,11,00-0033090,H.Henry,NE,TE,0,0,0,0,1,20,0,0
2022,12,00-0033090,H.Henry,NE,TE,0,0,0,0,3,63,1,0
2022,13,00-0033090,H.Henry,NE,TE,0,0,0,0,2,13,0,0
2022,14,00-0033090,H.Henry,NE,TE,0,0,0,0,3,70,0,0
2022,15,00-0033090,H.Henry,NE,TE,0,0,0,0,2,9,0,0
2022,17,00-0033090,H.Henry,NE,TE,0,0,0,0,5,52,0,0
2022,18,00-0033090,H.Henry,NE,TE,0,0,0,0,6,42,0,0
2022,1,00-0033106,J.Goff,DET,QB,215,2,9,0,0,0,0,0
2022,2,00-0033106,J.Goff,DET,QB,256,4,-2,0,0,0,0,0
2022,3,00-0033106,J.Goff,DET,QB,277,1,8,0,0,0,0,0
2022,4,00-0033106,J.Goff,DET,QB,378,4,1,0,0,0,0,0
2022,5,00-0033106,J.Goff,DET,QB,229,0,7,0,0,0,0,0
2022,7,00-0033106,J.Goff,DET,QB,228,0,4,0,0,0,0,0
2022,8,00-0033106,J.Goff,DET,QB,321,1,3,0,1,5,0,0
2022,9,00-0033106,J.Goff,DET,QB,137,2,-1,0,0,0,0,0
2022,10,00-0033106,J.Goff,DET,QB,236,1,14,0,0,0,0,0
2022,11,00-0033106,J.Goff,DET,QB,165,0,-1,0,0,0,0,0
2022,12,00-0033106,J.Goff,DET,QB,240,2,0,0,0,0,0,0
2022,13,00-0033106,J.Goff,DET,QB,340,2,0,0,0,0,0,0
2022,14,00-0033106,J.Goff,DET,QB,330,3,9,0,0,0,0,0
2022,15,00-0033106,J.Goff,DET,QB,252,1,0,0,0,0,0,0
2022,16,00-0033106,J.Goff,DET,QB,355,3,15,0,0,0,0,0
2022,17,00-0033106,J.Goff,DET,QB,255,3,2,0,0,0,0,0
2022,18,00-0033106,J.Goff,DET,QB,224,0,5,0,0,0,0,0
2022,1,00-0033110,T.Higbee,LA,TE,0,0,0,0,5,39,0,0
2022,2,00-0033110,T.Higbee,LA,TE,0,0,0,0,7,71,0,0
2022,3,00-0033110,T.Higbee,LA,TE,0,0,0,0,4,61,0,0
2022,4,00-0033110,T.Higbee,LA,TE,0,0,0,0,10,73,0,0
2022,5,00-0033110,T.Higbee,LA,TE,0,0,0,0,7,46,0,0
2022,6,00-0033110,T.Higbee,LA,TE,0,0,0,0,1,7,0,0
2022,8,00-0033110,T.Higbee,LA,TE,0,0,0,0,2,15,0,0
2022,9,00-0033110,T.Higbee,LA,TE,0,0,0,0,0,0,0,0
2022,10,00-0033110,T.Higbee,LA,TE,0,0,0,0,8,73,0,0
2022,11,00-0033110,T.Higbee,LA,TE,0,0,0,0,4,45,0,0
2022,13,00-0033110,T.Higbee,LA,TE,0,0,0,0,2,14,0,0
2022,14,00-0033110,T.Higbee,LA,TE,0,0,0,0,2,11,0,0
2022,15,00-0033110,T.Higbee,LA,TE,0,0,0,0,4,27,1,0
2022,16,00-0033110,T.Higbee,LA,TE,0,0,0,0,9,94,2,0
2022,17,00-0033110,T.Higbee,LA,TE,0,0,0,0,3,11,0,0
2022,18,00-0033110,T.Higbee,LA,TE,0,0,0,0,4,33,0,0
2022,17,00-0033111,P.Cooper,ARI,WR,0,0,8,0,0,0,0,0
2022,18,00-0033111,P.Cooper,ARI,WR,0,0,7,0,2,6,0,0
2022,1,00-0033114,M.Thomas,CIN,WR,0,0,0,0,1,5,0,0
2022,5,00-0033114,M.Thomas,CIN,WR,0,0,0,0,1,33,0,0
2022,8,00-0033114,M.Thomas,CIN,WR,0,0,0,0,0,0,0,0
2022,11,00-0033114,M.Thomas,CIN,WR,0,0,0,0,0,0,0,0
2022,1,00-0033118,K.Drake,BAL,RB,0,0,31,0,1,15,0,0
2022,2,00-0033118,K.Drake,BAL,RB,0,0,8,0,0,0,0,0
2022,5,00-0033118,K.Drake,BAL,RB,0,0,26,0,1,1,0,0
2022,6,00-0033118,K.Drake,BAL,RB,0,0,119,1,1,8,0,0
2022,7,00-0033118,K.Drake,BAL,RB,0,0,5,0,0,0,0,0
2022,8,00-0033118,K.Drake,BAL,RB,0,0,62,0,4,5,1,0
2022,9,00-0033118,K.Drake,BAL,RB,0,0,93,2,2,16,0,0
2022,11,00-0033118,K.Drake,BAL,RB,0,0,46,0,2,7,0,0
2022,12,00-0033118,K.Drake,BAL,RB,0,0,2,0,0,0,0,0
2022,13,00-0033118,K.Drake,BAL,RB,0,0,29,0,2,17,0,0
2022,14,00-0033118,K.Drake,BAL,RB,0,0,1,0,2,1,0,0
2022,18,00-0033118,K.Drake,BAL,RB,0,0,60,1,2,19,0,0
2022,1,00-0033119,J.Brissett,CLE,QB,147,1,10,0,0,0,0,0
2022,2,00-0033119,J.Brissett,CLE,QB,229,1,43,0,0,0,0,0
2022,3,00-0033119,J.Brissett,CLE,QB,220,2,11,0,0,0,0,0
2022,4,00-0033119,J.Brissett,CLE,QB,234,0,16,1,0,0,0,0
2022,5,00-0033119,J.Brissett,CLE,QB,230,1,32,0,0,0,0,0
2022,6,00-0033119,J.Brissett,CLE,QB,266,1,0,0,0,0,0,0
2022,7,00-0033119,J.Brissett,CLE,QB,258,0,18,0,0,0,0,0
2022,8,00-0033119,J.Brissett,CLE,QB,278,1,12,1,0,0,0,0
2022,10,00-0033119,J.Brissett,CLE,QB,212,1,40,0,0,0,0,0
2022,11,00-0033119,J.Brissett,CLE,QB,324,3,29,0,0,0,0,0
2022,12,00-0033119,J.Brissett,CLE,QB,210,1,27,0,0,0,0,0
2022,14,00-0033119,J.Brissett,CLE,QB,0,0,0,0,0,0,0,0
2022,15,00-0033119,J.Brissett,CLE,QB,0,0,3,0,0,0,0,0
2022,17,00-0033119,J.Brissett,CLE,QB,0,0,2,0,0,0,0,0
2022,1,00-0033217,M.Alie-Cox,IND,TE,0,0,0,0,2,26,0,0
2022,2,00-0033217,M.Alie-Cox,IND,TE,0,0,0,0,1,9,0,0
2022,3,00-0033217,M.Alie-Cox,IND,TE,0,0,0,0,1,9,0,0
2022,4,00-0033217,M.Alie-Cox,IND,TE,0,0,0,0,6,85,2,0
2022,5,00-0033217,M.Alie-Cox,IND,TE,0,0,0,0,1,7,0,0
2022,8,00-0033217,M.Alie-Cox,IND,TE,0,0,0,0,0,0,0,0
2022,9,00-0033217,M.Alie-Cox,IND,TE,0,0,0,0,2,13,0,0
2022,11,00-0033217,M.Alie-Cox,IND,TE,0,0,0,0,1,14,0,0
2022,12,00-0033217,M.Alie-Cox,IND,TE,0,0,0,0,2,14,0,0
2022,13,00-0033217,M.Alie-Cox,IND,TE,0,0,0,0,1,6,0,0
2022,15,00-0033217,M.Alie-Cox,IND,TE,0,0,0,0,0,0,0,0
2022,16,00-0033217,M.Alie-Cox,IND,TE,0,0,0,0,1,2,0,0
2022,17,00-0033217,M.Alie-Cox,IND,TE,0,0,0,0,0,0,0,0
2022,18,00-0033217,M.Alie-Cox,IND,TE,0,0,0,0,1,4,1,0
2022,1,00-0033246,J.Mundt,MIN,TE,0,0,0,0,3,17,0,0
2022,2,00-0033246,J.Mundt,MIN,TE,0,0,0,0,2,28,0,0
2022,3,00-0033246,J.Mundt,MIN,TE,0,0,0,0,2,23,0,0
2022,4,00-0033246,J.Mundt,MIN,TE,0,0,0,0,0,0,0,0
2022,5,00-0033246,J.Mundt,MIN,TE,0,0,0,0,2,6,0,0
2022,6,00-0033246,J.Mundt,MIN,TE,0,0,0,0,2,1,0,0
2022,8,00-0033246,J.Mundt,MIN,TE,0,0,0,0,1,1,1,0
2022,9,00-0033246,J.Mundt,MIN,TE,0,0,0,0,1,1,0,0
2022,11,00-0033246,J.Mundt,MIN,TE,0,0,0,0,1,8,0,0
2022,12,00-0033246,J.Mundt,MIN,TE,0,0,0,0,2,20,0,0
2022,13,00-0033246,J.Mundt,MIN,TE,0,0,0,0,1,12,0,0
2022,15,00-0033246,J.Mundt,MIN,TE,0,0,0,0,1,7,0,0
2022,16,00-0033246,J.Mundt,MIN,TE,0,0,0,0,1,16,0,0
2022,19,00-0033246,J.Mundt,MIN,TE,0,0,0,0,1,12,0,0
2022,1,00-0033251,Z.Pascal,PHI,WR,0,0,0,0,1,7,0,0
2022,2,00-0033251,Z.Pascal,PHI,WR,0,0,0,0,2,14,0,0
2022,3,00-0033251,Z.Pascal,PHI,WR,0,0,0,0,3,18,0,0
2022,4,00-0033251,Z.Pascal,PHI,WR,0,0,0,0,0,0,0,0
2022,8,00-0033251,Z.Pascal,PHI,WR,0,0,0,0,2,57,1,0
2022,9,00-0033251,Z.Pascal,PHI,WR,0,0,0,0,1,8,0,0
2022,10,00-0033251,Z.Pascal,PHI,WR,0,0,0,0,1,10,0,0
2022,11,00-0033251,Z.Pascal,PHI,WR,0,0,0,0,1,9,0,0
2022,13,00-0033251,Z.Pascal,PHI,WR,0,0,0,0,2,16,0,0
2022,14,00-0033251,Z.Pascal,PHI,WR,0,0,0,0,1,5,0,0
2022,15,00-0033251,Z.Pascal,PHI,WR,0,0,0,0,0,0,0,0
2022,16,00-0033251,Z.Pascal,PHI,WR,0,0,0,0,1,6,0,0
2022,20,00-0033251,Z.Pascal,PHI,WR,0,0,0,0,1,4,0,0
2022,21,00-0033251,Z.Pascal,PHI,WR,0,0,0,0,0,0,0,0
2022,22,00-0033251,Z.Pascal,PHI,WR,0,0,0,0,2,11,0,0
2022,5,00-0033275,P.Walker,CAR,QB,60,0,0,0,0,0,0,0
2022,6,00-0033275,P.Walker,CAR,QB,60,0,-1,0,0,0,0,0
2022,7,00-0033275,P.Walker,CAR,QB,177,2,0,0,0,0,0,0
2022,8,00-0033275,P.Walker,CAR,QB,317,1,20,0,0,0,0,0
2022,9,00-0033275,P.Walker,CAR,QB,9,0,6,0,0,0,0,0
2022,10,00-0033275,P.Walker,CAR,QB,108,0,14,0,0,0,0,0
2022,1,00-0033280,C.McCaffrey,CAR,RB,0,0,33,1,4,24,0,0
2022,2,00-0033280,C.McCaffrey,CAR,RB,0,0,102,0,4,26,0,0
2022,3,00-0033280,C.McCaffrey,CAR,RB,0,0,108,0,2,7,0,0
2022,4,00-0033280,C.McCaffrey,CAR,RB,0,0,27,0,9,81,1,0
2022,5,00-0033280,C.McCaffrey,CAR,RB,0,0,54,1,7,50,0,0
2022,6,00-0033280,C.McCaffrey,CAR,RB,0,0,69,0,7,89,0,0
2022,7,00-0033280,C.McCaffrey,SF,RB,0,0,38,0,2,24,0,0
2022,8,00-0033280,C.McCaffrey,SF,RB,34,1,94,1,8,55,1,0
2022,10,00-0033280,C.McCaffrey,SF,RB,0,0,38,1,4,39,0,0
2022,11,00-0033280,C.McCaffrey,SF,RB,0,0,39,0,7,67,0,0
2022,12,00-0033280,C.McCaffrey,SF,RB,0,0,32,0,4,17,0,0
2022,13,00-0033280,C.McCaffrey,SF,RB,0,0,66,0,8,80,1,0
2022,14,00-0033280,C.McCaffrey,SF,RB,0,0,119,1,2,34,1,0
2022,15,00-0033280,C.McCaffrey,SF,RB,0,0,108,1,6,30,0,0
2022,16,00-0033280,C.McCaffrey,SF,RB,0,0,46,1,2,12,0,0
2022,17,00-0033280,C.McCaffrey,SF,RB,0,0,121,1,6,72,0,0
2022,18,00-0033280,C.McCaffrey,SF,RB,0,0,45,0,3,34,1,0
2022,19,00-0033280,C.McCaffrey,SF,RB,0,0,119,0,2,17,1,0
2022,20,00-0033280,C.McCaffrey,SF,RB,0,0,35,1,6,22,0,0
2022,21,00-0033280,C.McCaffrey,SF,RB,0,0,84,1,4,22,0,0
2022,1,00-0033282,C.Samuel,WAS,WR,0,0,17,0,8,55,1,0
2022,2,00-0033282,C.Samuel,WAS,WR,0,0,21,0,7,78,1,0
2022,3,00-0033282,C.Samuel,WAS,WR,0,0,13,0,7,48,0,0
2022,4,00-0033282,C.Samuel,WAS,WR,0,0,0,0,4,38,0,0
2022,5,00-0033282,C.Samuel,WAS,WR,0,0,0,0,6,62,0,0
2022,6,00-0033282,C.Samuel,WAS,WR,0,0,0,0,2,6,0,0
2022,7,00-0033282,C.Samuel,WAS,WR,0,0,26,0,5,53,0,0
2022,8,00-0033282,C.Samuel,WAS,WR,0,0,29,0,3,50,0,0
2022,9,00-0033282,C.Samuel,WAS,WR,0,0,16,0,3,65,1,0
2022,10,00-0033282,C.Samuel,WAS,WR,0,0,12,0,2,28,0,0
2022,11,00-0033282,C.Samuel,WAS,WR,0,0,18,1,1,10,0,0
2022,12,00-0033282,C.Samuel,WAS,WR,0,0,13,0,0,0,0,0
2022,13,00-0033282,C.Samuel,WAS,WR,0,0,23,0,6,63,0,0
2022,15,00-0033282,C.Samuel,WAS,WR,0,0,1,0,3,44,0,0
2022,16,00-0033282,C.Samuel,WAS,WR,0,0,2,0,5,52,1,0
2022,17,00-0033282,C.Samuel,WAS,WR,0,0,0,0,1,6,0,0
2022,18,00-0033282,C.Samuel,WAS,WR,0,0,-4,0,1,-2,0,0
2022,3,00-0033288,G.Kittle,SF,TE,0,0,0,0,4,28,0,0
2022,4,00-0033288,G.Kittle,SF,TE,0,0,0,0,2,24,0,0
